index,Store_ID,month,Dept,Weekly_Sales,CPI,Unemployment
6216,2,8,9,21774.45,215.26,7.85
6217,2,8,81,29995.64,215.26,7.85
6218,1,8,80,20124.61,215.61,7.96
6219,2,8,93,71791.57,215.26,7.85
6220,2,8,25,13764.91,215.26,7.85
6221,2,8,2,66849.04,215.26,7.85
6222,2,8,4,45898.36,215.26,7.85
6223,2,8,1,20580.30,215.26,7.85
6224,2,8,97,42932.73,215.26,7.85
6225,2,8,80,26188.05,215.26,7.85
6226,1,8,93,77994.13,215.61,7.96
6227,2,8,82,21117.85,215.26,7.85
6228,2,8,11,20738.84,215.26,7.85
6229,2,8,74,15503.87,215.26,7.85
6230,2,8,3,49828.06,215.26,7.85
6231,2,8,58,16965.00,215.26,7.85
6232,2,8,24,14356.60,215.26,7.85
6233,2,8,96,31222.89,215.26,7.85
6234,1,8,23,21142.51,215.61,7.96
6235,1,8,74,12363.20,215.61,7.96
6236,1,8,38,69572.84,215.61,7.96
6237,2,8,16,21574.38,215.26,7.85
6238,1,8,90,88561.84,215.61,7.96
6239,1,8,16,17998.16,215.61,7.96
6240,1,8,34,11185.39,215.61,7.96
6241,1,8,92,139822.31,215.61,7.96
6242,2,8,40,68597.94,215.26,7.85
6243,1,8,40,51106.65,215.61,7.96
6244,1,8,13,37593.97,215.61,7.96
6245,1,8,7,14088.28,215.61,7.96
6246,1,8,3,32148.93,215.61,7.96
6247,1,8,49,14666.76,215.61,7.96
6248,2,8,10,37187.70,215.26,7.85
6249,2,8,94,72752.41,215.26,7.85
6250,2,8,98,12793.68,215.26,7.85
6251,2,8,87,21085.27,215.26,7.85
6252,2,8,13,42715.26,215.26,7.85
6253,2,8,90,99571.64,215.26,7.85
6254,2,8,49,15051.75,215.26,7.85
6255,2,8,17,14102.43,215.26,7.85
6256,2,8,79,31249.44,215.26,7.85
6257,2,8,7,26449.07,215.26,7.85
6258,2,8,8,52087.46,215.26,7.85
6259,1,8,5,21320.93,215.61,7.96
6260,1,8,10,31383.62,215.61,7.96
6261,1,8,8,31061.21,215.61,7.96
6262,1,8,81,30549.41,215.61,7.96
6263,1,8,82,18091.77,215.61,7.96
6264,1,8,91,71768.89,215.61,7.96
6265,2,8,46,26107.20,215.26,7.85
6266,2,8,23,28273.74,215.26,7.85
6267,2,8,91,84372.07,215.26,7.85
6268,1,8,72,39234.13,215.61,7.96
6269,1,8,46,17231.34,215.61,7.96
6270,2,8,72,62357.89,215.26,7.85
6271,2,8,14,16991.05,215.26,7.85
6272,1,8,14,12652.58,215.61,7.96
6273,1,8,94,71110.75,215.61,7.96
6274,1,8,97,37747.44,215.61,7.96
6275,2,8,92,158082.14,215.26,7.85
6276,2,8,5,20501.22,215.26,7.85
6277,2,8,34,17630.76,215.26,7.85
6278,1,8,79,29878.13,215.61,7.96
6279,1,8,9,18708.23,215.61,7.96
6280,1,8,1,14539.79,215.61,7.96
6281,1,8,95,138567.09,215.61,7.96
6282,1,8,12,11581.03,215.61,7.96
6283,1,8,87,40366.17,215.61,7.96
6284,1,8,11,23696.66,215.61,7.96
6285,1,8,4,37449.94,215.61,7.96
6286,2,8,33,10623.96,215.26,7.85
6287,1,8,98,11003.31,215.61,7.96
6288,1,8,96,32767.41,215.61,7.96
6289,2,8,11,18602.71,215.32,7.85
6290,2,8,38,71708.94,215.32,7.85
6291,2,8,3,68674.69,215.32,7.85
6292,2,8,82,23450.05,215.32,7.85
6293,2,8,95,146619.44,215.32,7.85
6294,2,8,94,73448.41,215.32,7.85
6295,2,8,40,71015.08,215.32,7.85
6296,1,8,49,13037.99,215.67,7.96
6297,1,8,1,14689.24,215.67,7.96
6298,1,8,24,14288.65,215.67,7.96
6299,1,8,10,28909.06,215.67,7.96
6300,1,8,74,12020.11,215.67,7.96
6301,1,8,34,11307.00,215.67,7.96
6302,1,8,7,13413.80,215.67,7.96
6303,1,8,87,46018.41,215.67,7.96
6304,1,8,14,11724.24,215.67,7.96
6305,1,8,11,18661.68,215.67,7.96
6306,1,8,3,41603.11,215.67,7.96
6307,1,8,72,42481.55,215.67,7.96
6308,2,8,17,13943.95,215.32,7.85
6309,2,8,9,25903.76,215.32,7.85
6310,2,8,96,31366.77,215.32,7.85
6311,2,8,2,67360.35,215.32,7.85
6312,2,8,16,19526.92,215.32,7.85
6313,2,8,58,16500.00,215.32,7.85
6314,2,8,81,28834.69,215.32,7.85
6315,2,8,25,17474.71,215.32,7.85
6316,2,8,13,43889.81,215.32,7.85
6317,2,8,90,97227.21,215.32,7.85
6318,1,8,4,39148.87,215.67,7.96
6319,2,8,92,153827.25,215.32,7.85
6320,2,8,79,29774.75,215.32,7.85
6321,2,8,93,67449.20,215.32,7.85
6322,2,8,87,18737.89,215.32,7.85
6323,1,8,95,133260.84,215.67,7.96
6324,1,8,23,23568.53,215.67,7.96
6325,1,8,2,46391.12,215.67,7.96
6326,1,8,5,18643.51,215.67,7.96
6327,1,8,40,53241.38,215.67,7.96
6328,1,8,97,38711.47,215.67,7.96
6329,1,8,81,30031.85,215.67,7.96
6330,2,8,72,58805.29,215.32,7.85
6331,1,8,13,38533.70,215.67,7.96
6332,1,8,12,10094.04,215.67,7.96
6333,1,8,92,132026.44,215.67,7.96
6334,1,8,96,29969.50,215.67,7.96
6335,2,8,1,21324.65,215.32,7.85
6336,2,8,5,19877.34,215.32,7.85
6337,2,8,49,18346.56,215.32,7.85
6338,2,8,8,52018.66,215.32,7.85
6339,2,8,34,18182.77,215.32,7.85
6340,2,8,97,41423.91,215.32,7.85
6341,2,8,91,81847.97,215.32,7.85
6342,2,8,33,17930.88,215.32,7.85
6343,2,8,31,10480.64,215.32,7.85
6344,2,8,7,22054.58,215.32,7.85
6345,2,8,10,35886.13,215.32,7.85
6346,1,8,94,67602.79,215.67,7.96
6347,1,8,46,17501.25,215.67,7.96
6348,1,8,79,32156.49,215.67,7.96
6349,1,8,93,75368.89,215.67,7.96
6350,1,8,8,32707.80,215.67,7.96
6351,1,8,91,67995.61,215.67,7.96
6352,1,8,38,71090.57,215.67,7.96
6353,2,8,14,16320.30,215.32,7.85
6354,2,8,22,10232.06,215.32,7.85
6355,2,8,80,26224.20,215.32,7.85
6356,2,8,98,12927.45,215.32,7.85
6357,2,8,24,24585.84,215.32,7.85
6358,1,8,16,15998.18,215.67,7.96
6359,1,8,80,19146.71,215.67,7.96
6360,1,8,33,11860.56,215.67,7.96
6361,1,8,98,11210.22,215.67,7.96
6362,1,8,90,88820.61,215.67,7.96
6363,1,8,9,18244.50,215.67,7.96
6364,1,8,82,17513.33,215.67,7.96
6365,2,8,23,34842.33,215.32,7.85
6366,2,8,4,48759.46,215.32,7.85
6367,2,8,74,19307.72,215.32,7.85
6368,2,8,46,27272.98,215.32,7.85
6369,2,8,40,71795.39,215.39,7.85
6370,2,8,32,10532.70,215.39,7.85
6371,2,8,23,36257.41,215.39,7.85
6372,2,8,1,21642.33,215.39,7.85
6373,2,8,95,147167.55,215.39,7.85
6374,1,8,14,14364.42,215.73,7.96
6375,1,8,80,17705.84,215.73,7.96
6376,1,8,33,11409.33,215.73,7.96
6377,1,8,8,32668.50,215.73,7.96
6378,2,8,49,17991.53,215.39,7.85
6379,2,8,90,94672.23,215.39,7.85
6380,1,8,74,13971.69,215.73,7.96
6381,1,8,96,29743.70,215.73,7.96
6382,1,8,31,10089.76,215.73,7.96
6383,2,8,82,20485.09,215.39,7.85
6384,2,8,33,12831.82,215.39,7.85
6385,1,8,97,33691.44,215.73,7.96
6386,2,8,9,29957.41,215.39,7.85
6387,1,8,79,29392.95,215.73,7.96
6388,1,8,90,78805.43,215.73,7.96
6389,2,8,8,53115.76,215.39,7.85
6390,2,8,92,147186.84,215.39,7.85
6391,2,8,25,18495.89,215.39,7.85
6392,2,8,13,45810.67,215.39,7.85
6393,1,8,87,45772.44,215.73,7.96
6394,1,8,93,61528.93,215.73,7.96
6395,1,8,13,38727.30,215.73,7.96
6396,1,8,91,59197.50,215.73,7.96
6397,1,8,72,49944.34,215.73,7.96
6398,1,8,40,54901.78,215.73,7.96
6399,1,8,81,27927.33,215.73,7.96
6400,1,8,38,60459.08,215.73,7.96
6401,1,8,5,15478.26,215.73,7.96
6402,1,8,24,13670.95,215.73,7.96
6403,1,8,49,13517.07,215.73,7.96
6404,1,8,94,66796.49,215.73,7.96
6405,1,8,34,10365.03,215.73,7.96
6406,2,8,72,56190.45,215.39,7.85
6407,2,8,74,17975.09,215.39,7.85
6408,2,8,97,41527.14,215.39,7.85
6409,2,8,79,29348.76,215.39,7.85
6410,2,8,34,16971.22,215.39,7.85
6411,1,8,16,11671.46,215.73,7.96
6412,1,8,2,47659.93,215.73,7.96
6413,1,8,46,17963.72,215.73,7.96
6414,1,8,10,30630.65,215.73,7.96
6415,2,8,98,12351.78,215.39,7.85
6416,1,8,9,21140.44,215.73,7.96
6417,1,8,92,117474.47,215.73,7.96
6418,1,8,1,14537.37,215.73,7.96
6419,1,8,82,17447.29,215.73,7.96
6420,2,8,58,17577.47,215.39,7.85
6421,1,8,7,12116.03,215.73,7.96
6422,1,8,3,49775.52,215.73,7.96
6423,1,8,11,19767.53,215.73,7.96
6424,2,8,22,10035.00,215.39,7.85
6425,2,8,87,21253.25,215.39,7.85
6426,2,8,2,69418.62,215.39,7.85
6427,2,8,46,26901.17,215.39,7.85
6428,2,8,11,18132.95,215.39,7.85
6429,2,8,91,76262.36,215.39,7.85
6430,2,8,38,83855.16,215.39,7.85
6431,2,8,5,19545.59,215.39,7.85
6432,1,8,23,24851.96,215.73,7.96
6433,1,8,95,122721.92,215.73,7.96
6434,1,8,4,37495.20,215.73,7.96
6435,1,8,25,10073.34,215.73,7.96
6436,2,8,31,10301.51,215.39,7.85
6437,2,8,24,18995.15,215.39,7.85
6438,2,8,4,44929.70,215.39,7.85
6439,2,8,3,62742.35,215.39,7.85
6440,2,8,81,28040.42,215.39,7.85
6441,2,8,16,18011.32,215.39,7.85
6442,2,8,17,13055.85,215.39,7.85
6443,2,8,14,16250.06,215.39,7.85
6444,2,8,10,40100.96,215.39,7.85
6445,2,8,7,22683.49,215.39,7.85
6446,2,8,94,71896.00,215.39,7.85
6447,2,8,93,61155.60,215.39,7.85
6448,2,8,80,24748.83,215.39,7.85
6449,2,8,96,31655.20,215.39,7.85
6450,1,9,80,18477.42,215.80,7.96
6451,1,9,4,36589.07,215.80,7.96
6452,1,9,12,10325.40,215.80,7.96
6453,2,9,81,28991.82,215.45,7.85
6454,2,9,92,156168.30,215.45,7.85
6455,2,9,82,22014.49,215.45,7.85
6456,2,9,87,25586.38,215.45,7.85
6457,2,9,3,28003.45,215.45,7.85
6458,2,9,49,20823.43,215.45,7.85
6459,2,9,98,11947.19,215.45,7.85
6460,2,9,72,65991.82,215.45,7.85
6461,2,9,91,78299.63,215.45,7.85
6462,2,9,34,14050.26,215.45,7.85
6463,2,9,10,40438.65,215.45,7.85
6464,2,9,11,19089.87,215.45,7.85
6465,2,9,93,67773.34,215.45,7.85
6466,2,9,23,20713.87,215.45,7.85
6467,2,9,80,25309.73,215.45,7.85
6468,1,9,16,15288.90,215.80,7.96
6469,1,9,55,11307.80,215.80,7.96
6470,1,9,14,12708.18,215.80,7.96
6471,1,9,92,131142.28,215.80,7.96
6472,1,9,11,20626.08,215.80,7.96
6473,1,9,95,130446.34,215.80,7.96
6474,1,9,91,63542.29,215.80,7.96
6475,1,9,2,49419.75,215.80,7.96
6476,1,9,40,57323.34,215.80,7.96
6477,1,9,49,11004.04,215.80,7.96
6478,1,9,9,38656.80,215.80,7.96
6479,1,9,74,12486.32,215.80,7.96
6480,1,9,1,15277.27,215.80,7.96
6481,1,9,23,18827.59,215.80,7.96
6482,1,9,13,42713.81,215.80,7.96
6483,1,9,7,14564.80,215.80,7.96
6484,1,9,8,34963.68,215.80,7.96
6485,2,9,7,25244.28,215.45,7.85
6486,2,9,1,23645.73,215.45,7.85
6487,2,9,46,25778.23,215.45,7.85
6488,2,9,97,42070.17,215.45,7.85
6489,2,9,25,11028.83,215.45,7.85
6490,2,9,17,13639.99,215.45,7.85
6491,2,9,5,20155.06,215.45,7.85
6492,1,9,79,40331.25,215.80,7.96
6493,1,9,97,36907.61,215.80,7.96
6494,1,9,72,47054.71,215.80,7.96
6495,1,9,10,30606.87,215.80,7.96
6496,1,9,90,89094.73,215.80,7.96
6497,2,9,79,36188.56,215.45,7.85
6498,2,9,8,55692.84,215.45,7.85
6499,2,9,95,145434.70,215.45,7.85
6500,2,9,40,74590.76,215.45,7.85
6501,2,9,58,15492.50,215.45,7.85
6502,2,9,2,66006.89,215.45,7.85
6503,2,9,14,16404.21,215.45,7.85
6504,2,9,4,43831.31,215.45,7.85
6505,2,9,38,79820.44,215.45,7.85
6506,2,9,16,18111.52,215.45,7.85
6507,2,9,74,16578.84,215.45,7.85
6508,2,9,55,10091.90,215.45,7.85
6509,2,9,90,99456.28,215.45,7.85
6510,2,9,13,48399.60,215.45,7.85
6511,2,9,94,71909.55,215.45,7.85
6512,1,9,94,69864.82,215.80,7.96
6513,1,9,38,86374.76,215.80,7.96
6514,1,9,81,29191.31,215.80,7.96
6515,1,9,93,73692.87,215.80,7.96
6516,1,9,82,18775.72,215.80,7.96
6517,1,9,96,32784.16,215.80,7.96
6518,1,9,46,18204.34,215.80,7.96
6519,1,9,5,20432.91,215.80,7.96
6520,1,9,98,10663.12,215.80,7.96
6521,1,9,3,19604.47,215.80,7.96
6522,1,9,87,56613.78,215.80,7.96
6523,2,9,96,34679.82,215.45,7.85
6524,2,9,9,55493.65,215.45,7.85
6525,2,9,87,20688.38,215.51,7.85
6526,2,9,11,17711.06,215.51,7.85
6527,1,9,98,11580.27,215.86,7.96
6528,1,9,23,16403.15,215.86,7.96
6529,1,9,93,83809.26,215.86,7.96
6530,1,9,8,34246.67,215.86,7.96
6531,2,9,82,19914.89,215.51,7.85
6532,2,9,40,72308.58,215.51,7.85
6533,2,9,13,45300.83,215.51,7.85
6534,2,9,16,16794.46,215.51,7.85
6535,2,9,74,17105.40,215.51,7.85
6536,2,9,17,13013.99,215.51,7.85
6537,2,9,92,164687.59,215.51,7.85
6538,2,9,25,10760.52,215.51,7.85
6539,2,9,10,41532.99,215.51,7.85
6540,2,9,94,67525.94,215.51,7.85
6541,2,9,90,98739.15,215.51,7.85
6542,2,9,3,15159.24,215.51,7.85
6543,2,9,5,20122.27,215.51,7.85
6544,2,9,49,11966.42,215.51,7.85
6545,2,9,38,70297.94,215.51,7.85
6546,1,9,90,90974.88,215.86,7.96
6547,1,9,91,70857.27,215.86,7.96
6548,1,9,49,11075.68,215.86,7.96
6549,1,9,97,39703.09,215.86,7.96
6550,2,9,7,25256.58,215.51,7.85
6551,2,9,46,24755.13,215.51,7.85
6552,2,9,93,77386.51,215.51,7.85
6553,2,9,91,81974.86,215.51,7.85
6554,2,9,80,25860.82,215.51,7.85
6555,2,9,72,54597.33,215.51,7.85
6556,2,9,8,52356.03,215.51,7.85
6557,1,9,16,17838.29,215.86,7.96
6558,2,9,14,17840.64,215.51,7.85
6559,2,9,4,43054.31,215.51,7.85
6560,2,9,34,11138.42,215.51,7.85
6561,2,9,97,43685.33,215.51,7.85
6562,2,9,79,31510.48,215.51,7.85
6563,2,9,23,19193.92,215.51,7.85
6564,1,9,40,56234.81,215.86,7.96
6565,1,9,87,50145.72,215.86,7.96
6566,1,9,72,38861.38,215.86,7.96
6567,1,9,79,34786.75,215.86,7.96
6568,1,9,82,18293.46,215.86,7.96
6569,1,9,3,12778.28,215.86,7.96
6570,1,9,7,13370.82,215.86,7.96
6571,1,9,96,32182.39,215.86,7.96
6572,2,9,96,35285.46,215.51,7.85
6573,2,9,9,41923.23,215.51,7.85
6574,2,9,58,27080.00,215.51,7.85
6575,2,9,81,29674.69,215.51,7.85
6576,1,9,12,10927.54,215.86,7.96
6577,1,9,5,19075.78,215.86,7.96
6578,1,9,2,43315.85,215.86,7.96
6579,1,9,11,20208.40,215.86,7.96
6580,1,9,81,30764.85,215.86,7.96
6581,1,9,95,133762.77,215.86,7.96
6582,1,9,80,19080.96,215.86,7.96
6583,1,9,10,31416.52,215.86,7.96
6584,1,9,38,77634.79,215.86,7.96
6585,2,9,95,144040.98,215.51,7.85
6586,2,9,1,22549.64,215.51,7.85
6587,2,9,98,13024.47,215.51,7.85
6588,1,9,74,11107.38,215.86,7.96
6589,1,9,9,35450.71,215.86,7.96
6590,1,9,92,144592.44,215.86,7.96
6591,1,9,13,38045.63,215.86,7.96
6592,1,9,14,13550.53,215.86,7.96
6593,1,9,46,16566.40,215.86,7.96
6594,1,9,94,67510.59,215.86,7.96
6595,1,9,4,35105.96,215.86,7.96
6596,1,9,1,17746.68,215.86,7.96
6597,2,9,2,60703.72,215.51,7.85
6598,1,9,91,71049.64,216.04,7.96
6599,1,9,90,91983.47,216.04,7.96
6600,1,9,46,17763.55,216.04,7.96
6601,1,9,8,35018.80,216.04,7.96
6602,1,9,49,15443.88,216.04,7.96
6603,1,9,1,18535.48,216.04,7.96
6604,1,9,7,14948.27,216.04,7.96
6605,1,9,10,32147.59,216.04,7.96
6606,2,9,82,19507.49,215.69,7.85
6607,2,9,38,82024.87,215.69,7.85
6608,2,9,92,163843.05,215.69,7.85
6609,2,9,34,12564.52,215.69,7.85
6610,2,9,13,43458.52,215.69,7.85
6611,2,9,10,34411.98,215.69,7.85
6612,1,9,79,32427.96,216.04,7.96
6613,1,9,9,27333.83,216.04,7.96
6614,1,9,5,19386.23,216.04,7.96
6615,1,9,98,11911.48,216.04,7.96
6616,1,9,23,13053.74,216.04,7.96
6617,1,9,96,31689.22,216.04,7.96
6618,1,9,40,58226.24,216.04,7.96
6619,1,9,80,18221.94,216.04,7.96
6620,1,9,72,44656.76,216.04,7.96
6621,1,9,38,73226.90,216.04,7.96
6622,1,9,4,34108.12,216.04,7.96
6623,1,9,87,46154.22,216.04,7.96
6624,1,9,95,133939.41,216.04,7.96
6625,2,9,23,19278.61,215.69,7.85
6626,1,9,92,143870.73,216.04,7.96
6627,1,9,2,42963.96,216.04,7.96
6628,2,9,3,13413.93,215.69,7.85
6629,2,9,1,23973.86,215.69,7.85
6630,2,9,5,22894.86,215.69,7.85
6631,2,9,49,15250.61,215.69,7.85
6632,2,9,79,30847.69,215.69,7.85
6633,2,9,74,14140.39,215.69,7.85
6634,1,9,93,81435.22,216.04,7.96
6635,1,9,14,13166.76,216.04,7.96
6636,1,9,94,69043.67,216.04,7.96
6637,1,9,97,38823.04,216.04,7.96
6638,2,9,16,12371.14,215.69,7.85
6639,2,9,98,13179.37,215.69,7.85
6640,2,9,4,42110.79,215.69,7.85
6641,2,9,87,20009.37,215.69,7.85
6642,2,9,94,66253.87,215.69,7.85
6643,2,9,2,59135.08,215.69,7.85
6644,2,9,81,28390.32,215.69,7.85
6645,2,9,46,24616.79,215.69,7.85
6646,2,9,95,142322.70,215.69,7.85
6647,2,9,7,23412.76,215.69,7.85
6648,2,9,90,98529.83,215.69,7.85
6649,2,9,96,30858.99,215.69,7.85
6650,2,9,80,26701.08,215.69,7.85
6651,2,9,11,15384.53,215.69,7.85
6652,2,9,25,12319.88,215.69,7.85
6653,2,9,72,44396.74,215.69,7.85
6654,2,9,93,71216.66,215.69,7.85
6655,2,9,91,84278.61,215.69,7.85
6656,1,9,13,38382.65,216.04,7.96
6657,1,9,11,19000.25,216.04,7.96
6658,1,9,81,29282.71,216.04,7.96
6659,1,9,12,10392.19,216.04,7.96
6660,1,9,16,13499.43,216.04,7.96
6661,2,9,97,41346.46,215.69,7.85
6662,2,9,9,31039.65,215.69,7.85
6663,2,9,40,72681.20,215.69,7.85
6664,2,9,8,52273.31,215.69,7.85
6665,2,9,17,12527.68,215.69,7.85
6666,2,9,14,15101.08,215.69,7.85
6667,2,9,58,15497.50,215.69,7.85
6668,1,9,3,10412.88,216.04,7.96
6669,1,9,82,19609.72,216.04,7.96
6670,2,9,10,38505.51,216.03,7.85
6671,2,9,58,19640.00,216.03,7.85
6672,2,9,91,75082.21,216.03,7.85
6673,2,9,72,59346.43,216.03,7.85
6674,2,9,87,20776.12,216.03,7.85
6675,2,9,82,19727.67,216.03,7.85
6676,2,9,4,41290.33,216.03,7.85
6677,2,9,34,12302.96,216.03,7.85
6678,1,9,8,33157.11,216.38,7.96
6679,1,9,49,11592.49,216.38,7.96
6680,1,9,9,30988.32,216.38,7.96
6681,1,9,13,37645.66,216.38,7.96
6682,2,9,40,71884.60,216.03,7.85
6683,2,9,46,24795.49,216.03,7.85
6684,2,9,3,12265.92,216.03,7.85
6685,2,9,1,24204.22,216.03,7.85
6686,2,9,2,61107.02,216.03,7.85
6687,2,9,14,16580.34,216.03,7.85
6688,2,9,9,31142.23,216.03,7.85
6689,1,9,97,33436.59,216.38,7.96
6690,1,9,40,55280.21,216.38,7.96
6691,1,9,82,17923.58,216.38,7.96
6692,2,9,22,12058.33,216.03,7.85
6693,2,9,5,23579.50,216.03,7.85
6694,1,9,72,33809.02,216.38,7.96
6695,1,9,79,29161.56,216.38,7.96
6696,1,9,2,43390.94,216.38,7.96
6697,1,9,92,122462.32,216.38,7.96
6698,1,9,93,67516.27,216.38,7.96
6699,1,9,90,82602.09,216.38,7.96
6700,1,9,95,116165.28,216.38,7.96
6701,1,9,23,15044.00,216.38,7.96
6702,2,9,49,14321.52,216.03,7.85
6703,2,9,8,53564.08,216.03,7.85
6704,2,9,90,93148.32,216.03,7.85
6705,2,9,95,135033.36,216.03,7.85
6706,2,9,11,15562.85,216.03,7.85
6707,2,9,94,63940.22,216.03,7.85
6708,2,9,16,11305.76,216.03,7.85
6709,2,9,81,26661.68,216.03,7.85
6710,2,9,23,20247.42,216.03,7.85
6711,2,9,13,42643.40,216.03,7.85
6712,1,9,7,14836.91,216.38,7.96
6713,1,9,46,15863.61,216.38,7.96
6714,2,9,92,150256.66,216.03,7.85
6715,2,9,17,12047.35,216.03,7.85
6716,2,9,96,31181.28,216.03,7.85
6717,1,9,4,32655.07,216.38,7.96
6718,1,9,55,10095.51,216.38,7.96
6719,1,9,11,17228.02,216.38,7.96
6720,1,9,96,30908.47,216.38,7.96
6721,2,9,98,11961.08,216.03,7.85
6722,1,9,14,11558.22,216.38,7.96
6723,1,9,91,59924.91,216.38,7.96
6724,2,9,80,24927.56,216.03,7.85
6725,1,9,87,43187.07,216.38,7.96
6726,1,9,80,17403.83,216.38,7.96
6727,1,9,16,10893.91,216.38,7.96
6728,1,9,81,26749.20,216.38,7.96
6729,1,9,5,20562.37,216.38,7.96
6730,1,9,1,17859.30,216.38,7.96
6731,1,9,98,11316.28,216.38,7.96
6732,1,9,10,27300.29,216.38,7.96
6733,2,9,38,82779.88,216.03,7.85
6734,1,9,38,71469.16,216.38,7.96
6735,1,9,94,61440.47,216.38,7.96
6736,2,9,79,27434.91,216.03,7.85
6737,2,9,93,61189.72,216.03,7.85
6738,2,9,74,14972.30,216.03,7.85
6739,2,9,7,23498.80,216.03,7.85
6740,2,9,97,38916.67,216.03,7.85
6741,2,9,25,11374.85,216.03,7.85
6742,1,9,16,11831.25,216.71,7.96
6743,1,9,3,10434.83,216.71,7.96
6744,1,9,95,115663.78,216.71,7.96
6745,2,9,81,27370.30,216.36,7.85
6746,2,9,82,19305.59,216.36,7.85
6747,1,9,92,120506.66,216.71,7.96
6748,1,9,5,16385.37,216.71,7.96
6749,1,9,98,10068.83,216.71,7.96
6750,2,9,10,34904.05,216.36,7.85
6751,1,9,81,26579.49,216.71,7.96
6752,2,9,91,72338.21,216.36,7.85
6753,2,9,7,23724.17,216.36,7.85
6754,2,9,93,59126.11,216.36,7.85
6755,2,9,49,14318.54,216.36,7.85
6756,2,9,34,11535.61,216.36,7.85
6757,2,9,4,42514.19,216.36,7.85
6758,2,9,9,38826.78,216.36,7.85
6759,1,9,82,18244.98,216.71,7.96
6760,2,9,96,30570.75,216.36,7.85
6761,2,9,8,56021.27,216.36,7.85
6762,1,9,79,28876.96,216.71,7.96
6763,1,9,72,39319.17,216.71,7.96
6764,1,9,38,72839.02,216.71,7.96
6765,2,9,13,42217.50,216.36,7.85
6766,1,9,2,46045.09,216.71,7.96
6767,1,9,93,61812.32,216.71,7.96
6768,1,9,11,18094.24,216.71,7.96
6769,1,9,46,17225.81,216.71,7.96
6770,1,9,10,31036.88,216.71,7.96
6771,2,9,58,18215.00,216.36,7.85
6772,2,9,1,24949.42,216.36,7.85
6773,2,9,14,15396.74,216.36,7.85
6774,1,9,40,56542.57,216.71,7.96
6775,2,9,38,76486.29,216.36,7.85
6776,2,9,79,29357.01,216.36,7.85
6777,2,9,97,36792.87,216.36,7.85
6778,1,9,97,32167.23,216.71,7.96
6779,1,9,87,49105.85,216.71,7.96
6780,1,9,23,16135.85,216.71,7.96
6781,2,9,90,91669.76,216.36,7.85
6782,2,9,3,12315.20,216.36,7.85
6783,1,9,94,58101.89,216.71,7.96
6784,1,9,8,34173.84,216.71,7.96
6785,2,9,22,11146.51,216.36,7.85
6786,2,9,94,61435.09,216.36,7.85
6787,1,9,4,32830.81,216.71,7.96
6788,2,9,40,74442.16,216.36,7.85
6789,1,9,14,14027.83,216.71,7.96
6790,1,9,90,80994.66,216.71,7.96
6791,2,9,25,11004.32,216.36,7.85
6792,1,9,13,37928.28,216.71,7.96
6793,1,9,49,11336.54,216.71,7.96
6794,2,9,23,19305.23,216.36,7.85
6795,2,9,11,15491.04,216.36,7.85
6796,2,9,16,10694.72,216.36,7.85
6797,2,9,2,61698.60,216.36,7.85
6798,2,9,17,12234.40,216.36,7.85
6799,2,9,46,26401.15,216.36,7.85
6800,2,9,92,148682.36,216.36,7.85
6801,2,9,80,24367.26,216.36,7.85
6802,2,9,98,12562.13,216.36,7.85
6803,1,9,91,57721.07,216.71,7.96
6804,1,9,7,13908.40,216.71,7.96
6805,1,9,9,44042.93,216.71,7.96
6806,1,9,1,18337.68,216.71,7.96
6807,2,9,74,12612.04,216.36,7.85
6808,2,9,87,23292.29,216.36,7.85
6809,2,9,5,23170.82,216.36,7.85
6810,1,9,80,17443.45,216.71,7.96
6811,1,9,96,32099.60,216.71,7.96
6812,2,9,72,50395.12,216.36,7.85
6813,2,9,95,135333.70,216.36,7.85
6814,1,10,96,31031.43,217.05,7.87
6815,1,10,4,37397.63,217.05,7.87
6816,1,10,38,83059.47,217.05,7.87
6817,1,10,11,21646.32,217.05,7.87
6818,1,10,72,38528.36,217.05,7.87
6819,1,10,1,20797.58,217.05,7.87
6820,2,10,95,148486.25,216.70,7.44
6821,2,10,25,13048.50,216.70,7.44
6822,2,10,81,29750.22,216.70,7.44
6823,2,10,38,86066.09,216.70,7.44
6824,2,10,72,55872.54,216.70,7.44
6825,2,10,58,16825.00,216.70,7.44
6826,1,10,40,62225.38,217.05,7.87
6827,1,10,9,41729.36,217.05,7.87
6828,1,10,7,12758.28,217.05,7.87
6829,2,10,97,43650.67,216.70,7.44
6830,2,10,8,56024.76,216.70,7.44
6831,2,10,3,13716.81,216.70,7.44
6832,1,10,87,60958.58,217.05,7.87
6833,1,10,5,30352.06,217.05,7.87
6834,2,10,9,33227.59,216.70,7.44
6835,1,10,97,40724.52,217.05,7.87
6836,1,10,46,19711.09,217.05,7.87
6837,2,10,74,14933.42,216.70,7.44
6838,2,10,1,28071.56,216.70,7.44
6839,2,10,40,79177.89,216.70,7.44
6840,2,10,67,10059.48,216.70,7.44
6841,2,10,2,64978.04,216.70,7.44
6842,1,10,82,19497.99,217.05,7.87
6843,2,10,5,29890.60,216.70,7.44
6844,2,10,16,11698.05,216.70,7.44
6845,2,10,23,21637.38,216.70,7.44
6846,2,10,87,24201.86,216.70,7.44
6847,2,10,10,39906.42,216.70,7.44
6848,1,10,92,155370.70,217.05,7.87
6849,2,10,92,176375.66,216.70,7.44
