,Store_ID,Month,Dept,IsHoliday,Weekly_Sales,CPI,Unemployment
10477,2,2,11,0,19397.41,210.9759573,8.324
10478,2,2,97,0,35833.09,210.9759573,8.324
10483,2,2,46,0,28812.0,210.9759573,8.324
10486,2,2,79,0,34018.03,210.9759573,8.324
10490,2,2,26,0,10098.66,210.9759573,8.324
10491,2,2,82,0,20352.71,210.9759573,8.324
10492,2,2,80,0,25901.56,210.9759573,8.324
10495,2,2,91,0,79680.54,210.9759573,8.324
10497,2,3,40,0,88933.14,211.0067542,8.324
10498,2,3,17,0,16338.14,211.0067542,8.324
10499,2,3,92,0,163301.25,211.0067542,8.324
10500,2,3,13,0,52696.93,211.0067542,8.324
10501,2,3,3,0,14895.96,211.0067542,8.324
10502,2,3,32,0,11863.21,211.0067542,8.324
10503,2,3,94,0,66209.43,211.0067542,8.324
10504,2,3,7,0,29442.87,211.0067542,8.324
10506,2,3,93,0,61029.14,211.0067542,8.324
10508,2,3,21,0,12268.19,211.0067542,8.324
10509,2,3,46,0,30954.27,211.0067542,8.324
10510,2,3,38,0,116410.09,211.0067542,8.324
10511,2,3,16,0,21957.34,211.0067542,8.324
10513,2,3,81,0,31887.2,211.0067542,8.324
10515,2,3,9,0,29094.0,211.0067542,8.324
10516,2,3,96,0,29584.45,211.0067542,8.324
10517,2,3,5,0,28609.08,211.0067542,8.324
10518,2,3,95,0,139609.52,211.0067542,8.324
10523,2,3,8,0,67041.18,211.0067542,8.324
10525,2,3,10,0,39883.5,211.0067542,8.324
10528,2,3,2,0,68428.64,211.0067542,8.324
10529,2,3,74,0,24050.85,211.0067542,8.324
10530,2,3,34,0,20783.3,211.0067542,8.324
10532,2,3,26,0,11353.56,211.0067542,8.324
10533,2,3,98,0,14087.85,211.0067542,8.324
10534,2,3,79,0,44780.46,211.0067542,8.324
10535,2,3,49,0,17217.06,211.0067542,8.324
10536,2,3,90,0,97319.46,211.0067542,8.324
10537,2,3,97,0,37393.4,211.0067542,8.324
10541,2,3,25,0,14656.5,211.0067542,8.324
10543,2,3,14,0,24936.9,211.0067542,8.324
10544,2,3,11,0,21422.84,211.0067542,8.324
10549,2,3,72,0,84174.89,211.0067542,8.324
10550,2,3,58,0,31304.91,211.0067542,8.324
10551,2,3,23,0,23409.21,211.0067542,8.324
10552,2,3,87,0,29758.29,211.0067542,8.324
10553,2,3,22,0,15641.52,211.0067542,8.324
10557,2,3,1,0,27372.05,211.0067542,8.324
10559,2,3,82,0,20593.56,211.0067542,8.324
10561,2,3,55,0,15770.26,211.0067542,8.324
10562,2,3,4,0,46937.81,211.0067542,8.324
10565,2,3,80,0,25925.08,211.0067542,8.324
10566,2,3,91,0,83098.3,211.0067542,8.324
10569,2,3,67,0,10943.14,211.0067542,8.324
10570,2,3,8,0,63800.16,211.037551,8.324
10571,2,3,40,0,84593.2,211.037551,8.324
10573,2,3,2,0,66622.03,211.037551,8.324
10574,2,3,49,0,16527.33,211.037551,8.324
10576,2,3,17,0,15135.48,211.037551,8.324
10577,2,3,5,0,35103.72,211.037551,8.324
10578,2,3,87,0,23946.24,211.037551,8.324
10579,2,3,11,0,20672.91,211.037551,8.324
10582,2,3,46,0,28886.51,211.037551,8.324
10583,2,3,10,0,39602.57,211.037551,8.324
10584,2,3,34,0,21128.69,211.037551,8.324
10585,2,3,94,0,66517.69,211.037551,8.324
10586,2,3,9,0,31571.2,211.037551,8.324
10587,2,3,96,0,29349.83,211.037551,8.324
10588,2,3,4,0,42489.21,211.037551,8.324
10589,2,3,79,0,37316.15,211.037551,8.324
10590,2,3,21,0,11849.63,211.037551,8.324
10592,2,3,92,0,164055.79,211.037551,8.324
10593,2,3,16,0,25826.56,211.037551,8.324
10594,2,3,58,0,20054.0,211.037551,8.324
10595,2,3,13,0,48536.59,211.037551,8.324
10596,2,3,7,0,27494.27,211.037551,8.324
10599,2,3,25,0,16055.25,211.037551,8.324
10601,2,3,1,0,28660.87,211.037551,8.324
10602,2,3,82,0,20318.56,211.037551,8.324
10604,2,3,97,0,38810.15,211.037551,8.324
10609,2,3,74,0,18846.86,211.037551,8.324
10611,2,3,32,0,12247.04,211.037551,8.324
10612,2,3,95,0,142935.5,211.037551,8.324
10614,2,3,98,0,14334.02,211.037551,8.324
10617,2,3,90,0,97478.89,211.037551,8.324
10618,2,3,3,0,13061.56,211.037551,8.324
10619,2,3,38,0,172794.2,211.037551,8.324
10620,2,3,23,0,24705.59,211.037551,8.324
10624,2,3,14,0,19373.8,211.037551,8.324
10625,2,3,93,0,62930.14,211.037551,8.324
10629,2,3,80,0,27074.01,211.037551,8.324
10630,2,3,91,0,83691.77,211.037551,8.324
10631,2,3,72,0,67389.21,211.037551,8.324
10633,2,3,55,0,18360.91,211.037551,8.324
10635,2,3,22,0,13264.44,211.037551,8.324
10636,2,3,26,0,11071.3,211.037551,8.324
10638,2,3,81,0,31610.78,211.037551,8.324
10640,2,3,67,0,10030.28,211.037551,8.324
10642,2,3,7,0,33700.33,210.8733316,8.324
10643,2,3,5,0,33232.94,210.8733316,8.324
10647,2,3,79,0,33381.47,210.8733316,8.324
10648,2,3,10,0,43471.99,210.8733316,8.324
10649,2,3,8,0,60353.6,210.8733316,8.324
10650,2,3,91,0,85120.3,210.8733316,8.324
10651,2,3,40,0,83065.51,210.8733316,8.324
10653,2,3,2,0,64307.01,210.8733316,8.324
10655,2,3,32,0,12965.23,210.8733316,8.324
10656,2,3,22,0,13551.46,210.8733316,8.324
10657,2,3,56,0,13069.16,210.8733316,8.324
10659,2,3,11,0,18002.46,210.8733316,8.324
10660,2,3,38,0,98552.33,210.8733316,8.324
10661,2,3,92,0,159140.47,210.8733316,8.324
10663,2,3,46,0,28519.39,210.8733316,8.324
10664,2,3,9,0,44918.36,210.8733316,8.324
10665,2,3,96,0,31676.11,210.8733316,8.324
10666,2,3,93,0,63191.57,210.8733316,8.324
10669,2,3,34,0,20021.66,210.8733316,8.324
10671,2,3,82,0,22053.47,210.8733316,8.324
10673,2,3,3,0,10394.28,210.8733316,8.324
10674,2,3,13,0,48346.27,210.8733316,8.324
10675,2,3,58,0,19818.0,210.8733316,8.324
10677,2,3,16,0,45310.9,210.8733316,8.324
10678,2,3,74,0,18825.6,210.8733316,8.324
10679,2,3,94,0,70182.94,210.8733316,8.324
10681,2,3,1,0,28446.92,210.8733316,8.324
10682,2,3,4,0,44622.56,210.8733316,8.324
10684,2,3,14,0,20236.78,210.8733316,8.324
10685,2,3,97,0,38430.92,210.8733316,8.324
10686,2,3,49,0,17005.65,210.8733316,8.324
10688,2,3,95,0,144219.98,210.8733316,8.324
10689,2,3,87,0,23225.17,210.8733316,8.324
10690,2,3,23,0,23955.93,210.8733316,8.324
10693,2,3,98,0,13637.56,210.8733316,8.324
10696,2,3,80,0,26736.15,210.8733316,8.324
10697,2,3,25,0,17283.75,210.8733316,8.324
10699,2,3,17,0,16941.45,210.8733316,8.324
10700,2,3,21,0,12110.53,210.8733316,8.324
10701,2,3,81,0,32060.11,210.8733316,8.324
10702,2,3,55,0,17573.29,210.8733316,8.324
10703,2,3,26,0,11206.35,210.8733316,8.324
10704,2,3,72,0,65447.61,210.8733316,8.324
10706,2,3,90,0,96277.59,210.8733316,8.324
10713,2,3,67,0,10771.23,210.8733316,8.324
10715,2,3,96,0,27575.96,210.6766095,8.324
10716,2,3,97,0,34674.41,210.6766095,8.324
10717,2,3,11,0,17716.31,210.6766095,8.324
10718,2,3,79,0,30181.38,210.6766095,8.324
10723,2,3,58,0,22231.0,210.6766095,8.324
10727,2,3,9,0,30131.27,210.6766095,8.324
10728,2,3,92,0,146492.59,210.6766095,8.324
10729,2,3,3,0,12406.44,210.6766095,8.324
10731,2,3,91,0,75022.34,210.6766095,8.324
10732,2,3,74,0,15309.67,210.6766095,8.324
10733,2,3,7,0,25149.21,210.6766095,8.324
10734,2,3,5,0,51778.35,210.6766095,8.324
10735,2,3,16,0,22084.09,210.6766095,8.324
10737,2,3,98,0,14165.73,210.6766095,8.324
10738,2,3,1,0,32213.99,210.6766095,8.324
10739,2,3,34,0,14184.99,210.6766095,8.324
10741,2,3,46,0,26035.14,210.6766095,8.324
10742,2,3,10,0,32393.51,210.6766095,8.324
10744,2,3,72,0,59243.04,210.6766095,8.324
10745,2,3,23,0,22541.17,210.6766095,8.324
10746,2,3,94,0,65562.38,210.6766095,8.324
10747,2,3,8,0,55825.44,210.6766095,8.324
10749,2,3,4,0,41455.34,210.6766095,8.324
10751,2,3,22,0,10029.49,210.6766095,8.324
10752,2,3,82,0,17823.07,210.6766095,8.324
10753,2,3,67,0,10373.82,210.6766095,8.324
10754,2,3,90,0,90327.05,210.6766095,8.324
10755,2,3,40,0,77709.5,210.6766095,8.324
10756,2,3,87,0,22366.36,210.6766095,8.324
10757,2,3,21,0,10845.7,210.6766095,8.324
10760,2,3,93,0,55073.17,210.6766095,8.324
10767,2,3,38,0,96659.43,210.6766095,8.324
10768,2,3,13,0,43150.33,210.6766095,8.324
10769,2,3,95,0,128474.22,210.6766095,8.324
10775,2,3,81,0,28639.43,210.6766095,8.324
10776,2,3,25,0,16632.75,210.6766095,8.324
10777,2,3,14,0,18939.91,210.6766095,8.324
10780,2,3,80,0,25569.44,210.6766095,8.324
10781,2,3,55,0,12856.58,210.6766095,8.324
10783,2,3,17,0,13164.03,210.6766095,8.324
10784,2,3,2,0,59770.18,210.6766095,8.324
10787,2,3,49,0,15040.85,210.6766095,8.324
10788,2,4,58,0,18415.0,210.4798874,8.2
10791,2,4,97,0,37741.61,210.4798874,8.2
10793,2,4,3,0,13404.23,210.4798874,8.2
10795,2,4,94,0,76390.64,210.4798874,8.2
10796,2,4,67,0,12947.7,210.4798874,8.2
10797,2,4,81,0,32613.74,210.4798874,8.2
10798,2,4,96,0,33744.25,210.4798874,8.2
10800,2,4,40,0,81990.47,210.4798874,8.2
10801,2,4,79,0,38249.5,210.4798874,8.2
10802,2,4,8,0,63316.38,210.4798874,8.2
10805,2,4,87,0,21699.72,210.4798874,8.2
10806,2,4,91,0,84609.17,210.4798874,8.2
10808,2,4,56,0,21751.89,210.4798874,8.2
10809,2,4,74,0,18656.5,210.4798874,8.2
10811,2,4,90,0,100406.58,210.4798874,8.2
10813,2,4,95,0,142926.98,210.4798874,8.2
10814,2,4,7,0,40111.71,210.4798874,8.2
10815,2,4,34,0,17884.24,210.4798874,8.2
10816,2,4,98,0,16610.9,210.4798874,8.2
10817,2,4,16,0,48041.98,210.4798874,8.2
10819,2,4,22,0,10464.41,210.4798874,8.2
10820,2,4,4,0,47951.76,210.4798874,8.2
10823,2,4,21,0,11413.2,210.4798874,8.2
10824,2,4,13,0,49482.41,210.4798874,8.2
10825,2,4,72,0,53523.17,210.4798874,8.2
10827,2,4,5,0,41053.17,210.4798874,8.2
10828,2,4,93,0,69947.77,210.4798874,8.2
10830,2,4,9,0,36776.79,210.4798874,8.2
10831,2,4,25,0,20982.5,210.4798874,8.2
10832,2,4,14,0,19648.41,210.4798874,8.2
10834,2,4,92,0,166476.34,210.4798874,8.2
10835,2,4,38,0,96264.28,210.4798874,8.2
10836,2,4,1,0,82766.07,210.4798874,8.2
10837,2,4,55,0,12773.79,210.4798874,8.2
10843,2,4,2,0,68286.2,210.4798874,8.2
10845,2,4,18,0,23331.6,210.4798874,8.2
10846,2,4,49,0,17518.1,210.4798874,8.2
10849,2,4,11,0,21841.98,210.4798874,8.2
10850,2,4,23,0,24528.69,210.4798874,8.2
10854,2,4,80,0,26366.24,210.4798874,8.2
10855,2,4,17,0,11679.99,210.4798874,8.2
10856,2,4,82,0,20304.17,210.4798874,8.2
10857,2,4,26,0,12741.66,210.4798874,8.2
10858,2,4,46,0,30086.87,210.4798874,8.2
10859,2,4,10,0,43902.87,210.4798874,8.2
10860,2,4,81,0,31396.1,210.2831653,8.2
10861,2,4,3,0,12873.09,210.2831653,8.2
10862,2,4,94,0,74326.96,210.2831653,8.2
10863,2,4,92,0,156241.85,210.2831653,8.2
10864,2,4,91,0,81010.92,210.2831653,8.2
10865,2,4,97,0,37863.95,210.2831653,8.2
10866,2,4,58,0,17055.0,210.2831653,8.2
10867,2,4,98,0,17738.22,210.2831653,8.2
10868,2,4,87,0,19679.85,210.2831653,8.2
10870,2,4,90,0,94108.7,210.2831653,8.2
10872,2,4,5,0,28514.81,210.2831653,8.2
10873,2,4,32,0,11323.64,210.2831653,8.2
10876,2,4,22,0,10361.36,210.2831653,8.2
10879,2,4,13,0,47217.48,210.2831653,8.2
10882,2,4,21,0,10703.09,210.2831653,8.2
10883,2,4,9,0,38630.15,210.2831653,8.2
10884,2,4,56,0,20929.26,210.2831653,8.2
10885,2,4,74,0,15751.94,210.2831653,8.2
10886,2,4,14,0,18929.69,210.2831653,8.2
10889,2,4,40,0,78820.23,210.2831653,8.2
10891,2,4,55,0,14031.92,210.2831653,8.2
10892,2,4,17,0,10891.7,210.2831653,8.2
10893,2,4,72,0,50990.01,210.2831653,8.2
10894,2,4,16,0,58887.31,210.2831653,8.2
10897,2,4,96,0,33763.75,210.2831653,8.2
10898,2,4,7,0,32545.6,210.2831653,8.2
10901,2,4,4,0,45280.89,210.2831653,8.2
10904,2,4,38,0,108465.19,210.2831653,8.2
10907,2,4,8,0,57612.62,210.2831653,8.2
10908,2,4,23,0,25666.11,210.2831653,8.2
10910,2,4,2,0,64295.22,210.2831653,8.2
10911,2,4,25,0,21236.25,210.2831653,8.2
10912,2,4,18,0,12103.12,210.2831653,8.2
10916,2,4,82,0,19958.49,210.2831653,8.2
10917,2,4,79,0,34614.37,210.2831653,8.2
10918,2,4,1,0,66560.0,210.2831653,8.2
10921,2,4,93,0,67084.05,210.2831653,8.2
10922,2,4,95,0,137720.83,210.2831653,8.2
10923,2,4,10,0,43340.53,210.2831653,8.2
10924,2,4,34,0,18878.98,210.2831653,8.2
10925,2,4,26,0,11576.46,210.2831653,8.2
10927,2,4,80,0,27492.2,210.2831653,8.2
10928,2,4,11,0,19173.28,210.2831653,8.2
10930,2,4,46,0,28322.49,210.2831653,8.2
10932,2,4,98,0,14258.48,210.1495463,8.2
10933,2,4,58,0,18561.0,210.1495463,8.2
10935,2,4,90,0,91650.69,210.1495463,8.2
10936,2,4,3,0,11547.5,210.1495463,8.2
10938,2,4,97,0,39927.29,210.1495463,8.2
10939,2,4,74,0,13888.86,210.1495463,8.2
10940,2,4,32,0,11575.39,210.1495463,8.2
10941,2,4,13,0,48778.34,210.1495463,8.2
10942,2,4,72,0,50148.99,210.1495463,8.2
10944,2,4,40,0,81013.29,210.1495463,8.2
10949,2,4,9,0,38461.17,210.1495463,8.2
10951,2,4,56,0,23768.08,210.1495463,8.2
10952,2,4,25,0,17095.5,210.1495463,8.2
10953,2,4,14,0,15584.61,210.1495463,8.2
10954,2,4,96,0,33703.81,210.1495463,8.2
10956,2,4,34,0,20385.66,210.1495463,8.2
10957,2,4,93,0,65629.73,210.1495463,8.2
10959,2,4,38,0,91761.12,210.1495463,8.2
10960,2,4,82,0,18528.45,210.1495463,8.2
10961,2,4,11,0,19537.78,210.1495463,8.2
10962,2,4,5,0,20090.55,210.1495463,8.2
10963,2,4,10,0,43576.77,210.1495463,8.2
10964,2,4,7,0,29678.87,210.1495463,8.2
10968,2,4,22,0,10474.53,210.1495463,8.2
10969,2,4,4,0,43463.55,210.1495463,8.2
10972,2,4,55,0,10922.25,210.1495463,8.2
10973,2,4,79,0,33131.99,210.1495463,8.2
10975,2,4,92,0,150349.3,210.1495463,8.2
10976,2,4,46,0,28595.87,210.1495463,8.2
10977,2,4,2,0,65172.2,210.1495463,8.2
10978,2,4,23,0,25322.71,210.1495463,8.2
10979,2,4,87,0,21865.48,210.1495463,8.2
10984,2,4,21,0,10197.11,210.1495463,8.2
10985,2,4,49,0,12137.14,210.1495463,8.2
10988,2,4,16,0,67515.61,210.1495463,8.2
10992,2,4,81,0,32165.46,210.1495463,8.2
10993,2,4,91,0,81266.92,210.1495463,8.2
10995,2,4,8,0,56653.63,210.1495463,8.2
10996,2,4,94,0,71190.38,210.1495463,8.2
10998,2,4,1,0,21308.59,210.1495463,8.2
10999,2,4,95,0,152070.07,210.1495463,8.2
11001,2,4,80,0,27732.34,210.1495463,8.2
11002,2,4,26,0,12512.55,210.1495463,8.2
11003,2,4,92,0,148072.62,210.1000648,8.2
11005,2,4,72,0,55464.59,210.1000648,8.2
11006,2,4,3,0,11862.26,210.1000648,8.2
11007,2,4,9,0,35528.03,210.1000648,8.2
11008,2,4,13,0,47625.97,210.1000648,8.2
11012,2,4,5,0,31805.87,210.1000648,8.2
11013,2,4,40,0,80342.6,210.1000648,8.2
11014,2,4,97,0,37049.24,210.1000648,8.2
11017,2,4,58,0,20545.0,210.1000648,8.2
11019,2,4,82,0,19376.45,210.1000648,8.2
11020,2,4,7,0,26686.75,210.1000648,8.2
11021,2,4,14,0,16881.86,210.1000648,8.2
11022,2,4,96,0,32326.67,210.1000648,8.2
11023,2,4,2,0,66471.86,210.1000648,8.2
11025,2,4,90,0,90405.36,210.1000648,8.2
11026,2,4,21,0,10289.38,210.1000648,8.2
11027,2,4,4,0,43703.76,210.1000648,8.2
11028,2,4,79,0,31256.58,210.1000648,8.2
11029,2,4,11,0,19303.76,210.1000648,8.2
11030,2,4,10,0,35264.17,210.1000648,8.2
11032,2,4,25,0,16876.0,210.1000648,8.2
11033,2,4,74,0,15863.58,210.1000648,8.2
11036,2,4,98,0,14634.81,210.1000648,8.2
11037,2,4,94,0,69620.48,210.1000648,8.2
11039,2,4,55,0,10403.92,210.1000648,8.2
11040,2,4,38,0,90616.12,210.1000648,8.2
11041,2,4,17,0,10041.35,210.1000648,8.2
11043,2,4,46,0,27466.75,210.1000648,8.2
11045,2,4,87,0,18103.9,210.1000648,8.2
11047,2,4,81,0,31442.16,210.1000648,8.2
11048,2,4,80,0,27040.44,210.1000648,8.2
11049,2,4,56,0,17271.3,210.1000648,8.2
11052,2,4,91,0,79020.37,210.1000648,8.2
11053,2,4,1,0,22163.12,210.1000648,8.2
11055,2,4,34,0,19093.66,210.1000648,8.2
11056,2,4,32,0,10153.04,210.1000648,8.2
11059,2,4,23,0,26937.87,210.1000648,8.2
11060,2,4,16,0,48577.91,210.1000648,8.2
11066,2,4,49,0,16559.84,210.1000648,8.2
11069,2,4,8,0,59203.94,210.1000648,8.2
11070,2,4,93,0,59513.6,210.1000648,8.2
11072,2,4,26,0,10990.66,210.1000648,8.2
11073,2,4,95,0,141699.63,210.1000648,8.2
11074,2,4,7,0,29456.07,210.0505833,8.2
11075,2,4,13,0,46926.99,210.0505833,8.2
11076,2,4,3,0,11867.75,210.0505833,8.2
11079,2,4,5,0,29088.16,210.0505833,8.2
11081,2,4,2,0,65054.02,210.0505833,8.2
11082,2,4,79,0,29884.02,210.0505833,8.2
11084,2,4,40,0,78670.22,210.0505833,8.2
11086,2,4,96,0,32000.83,210.0505833,8.2
11087,2,4,74,0,16582.91,210.0505833,8.2
11088,2,4,38,0,95362.77,210.0505833,8.2
11089,2,4,90,0,85549.69,210.0505833,8.2
11090,2,4,22,0,10060.01,210.0505833,8.2
11091,2,4,94,0,65617.58,210.0505833,8.2
11092,2,4,58,0,22136.0,210.0505833,8.2
11095,2,4,1,0,24066.2,210.0505833,8.2
11096,2,4,72,0,53892.95,210.0505833,8.2
11097,2,4,92,0,139634.72,210.0505833,8.2
11100,2,4,25,0,16576.5,210.0505833,8.2
11102,2,4,56,0,18306.82,210.0505833,8.2
11103,2,4,14,0,16125.19,210.0505833,8.2
11107,2,4,55,0,11138.24,210.0505833,8.2
11108,2,4,11,0,19744.67,210.0505833,8.2
11109,2,4,98,0,12725.51,210.0505833,8.2
11110,2,4,82,0,18581.87,210.0505833,8.2
11111,2,4,97,0,37062.87,210.0505833,8.2
11112,2,4,8,0,57540.12,210.0505833,8.2
11113,2,4,87,0,22515.94,210.0505833,8.2
11114,2,4,23,0,24395.64,210.0505833,8.2
11115,2,4,9,0,34879.38,210.0505833,8.2
11118,2,4,32,0,10040.25,210.0505833,8.2
11119,2,4,91,0,75648.29,210.0505833,8.2
11120,2,4,49,0,11359.23,210.0505833,8.2
11123,2,4,10,0,38587.53,210.0505833,8.2
11126,2,4,16,0,59737.98,210.0505833,8.2
11127,2,4,67,0,12789.32,210.0505833,8.2
11128,2,4,4,0,42829.7,210.0505833,8.2
11129,2,4,81,0,30399.36,210.0505833,8.2
11130,2,4,95,0,138212.02,210.0505833,8.2
11132,2,4,21,0,10978.42,210.0505833,8.2
11133,2,4,17,0,10763.28,210.0505833,8.2
11134,2,4,34,0,17468.66,210.0505833,8.2
11138,2,4,93,0,56146.45,210.0505833,8.2
11139,2,4,46,0,27502.95,210.0505833,8.2
11140,2,4,80,0,25185.14,210.0505833,8.2
11145,2,5,55,0,11546.66,210.0011018,8.2
11147,2,5,58,0,22334.0,210.0011018,8.2
11148,2,5,3,0,12060.55,210.0011018,8.2
11150,2,5,13,0,47983.65,210.0011018,8.2
11152,2,5,56,0,17126.96,210.0011018,8.2
11154,2,5,5,0,27408.86,210.0011018,8.2
11155,2,5,6,0,12981.17,210.0011018,8.2
11157,2,5,25,0,27799.0,210.0011018,8.2
11158,2,5,72,0,59209.61,210.0011018,8.2
11159,2,5,90,0,94613.84,210.0011018,8.2
11160,2,5,9,0,34875.47,210.0011018,8.2
11161,2,5,34,0,22199.15,210.0011018,8.2
11162,2,5,38,0,115724.51,210.0011018,8.2
11165,2,5,93,0,67638.14,210.0011018,8.2
11167,2,5,79,0,40442.42,210.0011018,8.2
11168,2,5,40,0,86713.31,210.0011018,8.2
11169,2,5,87,0,24461.49,210.0011018,8.2
11170,2,5,74,0,17165.77,210.0011018,8.2
11172,2,5,2,0,68976.37,210.0011018,8.2
11176,2,5,91,0,85224.39,210.0011018,8.2
11177,2,5,17,0,12852.02,210.0011018,8.2
11179,2,5,92,0,163001.2,210.0011018,8.2
11180,2,5,21,0,12322.1,210.0011018,8.2
11181,2,5,16,0,54829.3,210.0011018,8.2
11184,2,5,96,0,34473.66,210.0011018,8.2
11185,2,5,4,0,47486.4,210.0011018,8.2
11186,2,5,14,0,20054.97,210.0011018,8.2
11187,2,5,94,0,73059.53,210.0011018,8.2
11189,2,5,1,0,26191.58,210.0011018,8.2
11190,2,5,82,0,23108.36,210.0011018,8.2
11191,2,5,26,0,11039.88,210.0011018,8.2
11194,2,5,98,0,15675.11,210.0011018,8.2
11195,2,5,23,0,27031.35,210.0011018,8.2
11196,2,5,81,0,32977.2,210.0011018,8.2
11198,2,5,67,0,28823.35,210.0011018,8.2
11199,2,5,32,0,14371.49,210.0011018,8.2
11200,2,5,80,0,26249.99,210.0011018,8.2
11201,2,5,46,0,29711.15,210.0011018,8.2
11202,2,5,49,0,15109.66,210.0011018,8.2
11203,2,5,11,0,25793.95,210.0011018,8.2
11204,2,5,10,0,38111.65,210.0011018,8.2
11205,2,5,8,0,61640.34,210.0011018,8.2
11207,2,5,95,0,157044.62,210.0011018,8.2
11209,2,5,7,0,36761.04,210.0011018,8.2
11210,2,5,97,0,40705.26,210.0011018,8.2
11218,2,5,5,0,21447.79,209.9984585,8.2
11219,2,5,17,0,13109.68,209.9984585,8.2
11220,2,5,90,0,86243.22,209.9984585,8.2
11223,2,5,2,0,62666.91,209.9984585,8.2
11224,2,5,3,0,10855.62,209.9984585,8.2
11227,2,5,94,0,88601.28,209.9984585,8.2
11228,2,5,58,0,19063.0,209.9984585,8.2
11231,2,5,1,0,25876.55,209.9984585,8.2
11232,2,5,40,0,79151.97,209.9984585,8.2
11233,2,5,55,0,10132.82,209.9984585,8.2
11234,2,5,79,0,29911.31,209.9984585,8.2
11235,2,5,92,0,147998.65,209.9984585,8.2
11236,2,5,74,0,14333.04,209.9984585,8.2
11240,2,5,56,0,14974.13,209.9984585,8.2
11241,2,5,9,0,31709.88,209.9984585,8.2
11242,2,5,34,0,21863.32,209.9984585,8.2
11244,2,5,91,0,82656.44,209.9984585,8.2
11245,2,5,6,0,11850.07,209.9984585,8.2
11247,2,5,72,0,56623.24,209.9984585,8.2
11248,2,5,87,0,21911.19,209.9984585,8.2
11249,2,5,23,0,28229.56,209.9984585,8.2
11250,2,5,16,0,44648.12,209.9984585,8.2
11251,2,5,25,0,15107.25,209.9984585,8.2
11253,2,5,14,0,19351.92,209.9984585,8.2
11255,2,5,22,0,10399.73,209.9984585,8.2
11256,2,5,49,0,13862.58,209.9984585,8.2
11258,2,5,82,0,22753.86,209.9984585,8.2
11261,2,5,21,0,10583.82,209.9984585,8.2
11262,2,5,97,0,36308.52,209.9984585,8.2
11263,2,5,81,0,31031.38,209.9984585,8.2
11265,2,5,95,0,144564.98,209.9984585,8.2
11267,2,5,7,0,31054.88,209.9984585,8.2
11268,2,5,80,0,26812.97,209.9984585,8.2
11269,2,5,96,0,32522.06,209.9984585,8.2
11270,2,5,67,0,26485.92,209.9984585,8.2
11271,2,5,4,0,43466.84,209.9984585,8.2
11272,2,5,13,0,44535.87,209.9984585,8.2
11273,2,5,11,0,21622.2,209.9984585,8.2
11275,2,5,38,0,102736.89,209.9984585,8.2
11278,2,5,46,0,28215.34,209.9984585,8.2
11279,2,5,10,0,34346.25,209.9984585,8.2
11282,2,5,93,0,60399.63,209.9984585,8.2
11283,2,5,32,0,19145.73,209.9984585,8.2
11284,2,5,98,0,16822.04,209.9984585,8.2
11286,2,5,8,0,58091.71,209.9984585,8.2
11289,2,5,90,0,87171.08,210.2768443,8.2
11290,2,5,40,0,78375.85,210.2768443,8.2
11291,2,5,72,0,58273.46,210.2768443,8.2
11292,2,5,87,0,21827.93,210.2768443,8.2
11293,2,5,82,0,20834.66,210.2768443,8.2
11294,2,5,58,0,19055.0,210.2768443,8.2
11296,2,5,49,0,18170.72,210.2768443,8.2
11298,2,5,91,0,81267.39,210.2768443,8.2
11300,2,5,3,0,11486.91,210.2768443,8.2
11304,2,5,25,0,17035.25,210.2768443,8.2
11305,2,5,92,0,149506.27,210.2768443,8.2
11307,2,5,2,0,69699.5,210.2768443,8.2
11309,2,5,96,0,36145.9,210.2768443,8.2
11310,2,5,26,0,10114.5,210.2768443,8.2
11312,2,5,79,0,31833.25,210.2768443,8.2
11314,2,5,55,0,11826.09,210.2768443,8.2
11315,2,5,5,0,19852.04,210.2768443,8.2
11316,2,5,81,0,31742.85,210.2768443,8.2
11317,2,5,16,0,46300.64,210.2768443,8.2
11318,2,5,23,0,30443.74,210.2768443,8.2
11320,2,5,7,0,40359.64,210.2768443,8.2
11321,2,5,14,0,18529.31,210.2768443,8.2
11322,2,5,80,0,24372.71,210.2768443,8.2
11323,2,5,32,0,11843.77,210.2768443,8.2
11325,2,5,4,0,45303.34,210.2768443,8.2
11326,2,5,34,0,23372.97,210.2768443,8.2
11329,2,5,21,0,10005.31,210.2768443,8.2
11332,2,5,8,0,59977.0,210.2768443,8.2
11333,2,5,74,0,17189.88,210.2768443,8.2
11335,2,5,12,0,10116.84,210.2768443,8.2
11336,2,5,94,0,67694.43,210.2768443,8.2
11337,2,5,67,0,12972.67,210.2768443,8.2
11340,2,5,93,0,64212.88,210.2768443,8.2
11342,2,5,17,0,12115.19,210.2768443,8.2
11343,2,5,13,0,49845.16,210.2768443,8.2
11344,2,5,95,0,151422.92,210.2768443,8.2
11345,2,5,22,0,10289.97,210.2768443,8.2
11349,2,5,98,0,14689.85,210.2768443,8.2
11350,2,5,9,0,34446.59,210.2768443,8.2
11351,2,5,46,0,29568.21,210.2768443,8.2
11352,2,5,38,0,90889.35,210.2768443,8.2
11353,2,5,1,0,22689.01,210.2768443,8.2
11354,2,5,11,0,26348.34,210.2768443,8.2
11356,2,5,97,0,40587.94,210.2768443,8.2
11359,2,5,10,0,41826.48,210.2768443,8.2
11360,2,5,40,0,81274.03,210.5552301,8.2
